customerID,Network_Type,tenure,Tenure_Decile,Contract,Revenue_Stability,ARPU,Monthly_Revenue_Velocity,Product_Density_Score,Subscriber_Status,LTV,Migration_Target_Label,Revenue_Weight,Customer_Segment
2604-XVDAM,3G,12,4,Month-to-month,At-Will (High Risk),43.8,45.08,2,Active,525.5999999999999,Retain,0.00010,Low Value
5533-NHFRF,3G,7,3,Month-to-month,At-Will (High Risk),44.4,37.97,2,Active,310.8,Retain,0.00010,Low Value
4855-SNKMY,3G,1,1,Month-to-month,At-Will (High Risk),44.1,44.10,2,Churned/Inactive,44.1,Churn,0.00010,Low Value
4524-QCSSM,3G,26,5,Month-to-month,At-Will (High Risk),44.65,44.48,2,Active,1160.8999999999999,Retain,0.00010,Low Value
6982-SSHFK,3G,1,1,Month-to-month,At-Will (High Risk),44.4,44.40,2,Churned/Inactive,44.4,Churn,0.00010,Low Value
2219-MVUSO,3G,8,3,Month-to-month,At-Will (High Risk),45.15,54.80,2,Churned/Inactive,361.2,Churn,0.00010,Low Value
8720-RQSBJ,3G,1,1,Month-to-month,At-Will (High Risk),44,44.00,2,Active,44,Retain,0.00010,Low Value
4373-VVHQL,3G,1,1,Month-to-month,At-Will (High Risk),44.75,44.75,2,Active,44.75,Retain,0.00010,Low Value
5160-UXJED,3G,17,4,One year,Contractual (Stable),44.6,40.08,2,Active,758.2,Retain,0.00010,Low Value
7554-AKDQF,3G,6,2,Month-to-month,At-Will (High Risk),45.65,53.91,2,Active,273.9,Retain,0.00010,Low Value
5968-VXZLG,3G,2,2,Month-to-month,At-Will (High Risk),46.6,43.95,2,Active,93.2,Retain,0.00010,Low Value
2082-CEFLT,3G,1,1,Month-to-month,At-Will (High Risk),45.6,45.60,2,Churned/Inactive,45.6,Churn,0.00010,Low Value
8080-DDEMJ,3G,1,1,Month-to-month,At-Will (High Risk),45.1,45.10,2,Churned/Inactive,45.1,Churn,0.00010,Low Value
4872-JCVCA,3G,71,10,Two year,Contractual (Stable),47.6,47.57,1,Active,3379.6,Retain,0.00010,Low Value
7593-JNWRU,3G,6,3,Month-to-month,At-Will (High Risk),44.6,43.47,2,Churned/Inactive,267.6,Churn,0.00010,Low Value
5522-JBWMO,3G,1,1,Month-to-month,At-Will (High Risk),44,44.00,2,Active,44,Retain,0.00010,Low Value
0895-UADGO,3G,8,3,Two year,Contractual (Stable),44.55,42.93,2,Active,356.4,Retain,0.00010,Low Value
7593-XFKDI,3G,1,1,Month-to-month,At-Will (High Risk),46.3,46.30,2,Churned/Inactive,46.3,Churn,0.00010,Low Value
4452-QIIEB,3G,7,3,Month-to-month,At-Will (High Risk),43.9,39.77,2,Active,307.3,Retain,0.00010,Low Value
0356-ERHVT,3G,11,3,Month-to-month,At-Will (High Risk),45.9,47.45,2,Active,504.9,Retain,0.00010,Low Value
3165-HDOEW,3G,1,1,Month-to-month,At-Will (High Risk),45.85,45.85,2,Churned/Inactive,45.85,Churn,0.00010,Low Value
3258-SANFR,3G,6,2,Month-to-month,At-Will (High Risk),44.7,46.08,2,Active,268.20000000000005,Retain,0.00010,Low Value
4257-GAESD,3G,6,2,Month-to-month,At-Will (High Risk),45,49.78,3,Active,270,Retain,0.00010,Low Value
6185-TASNN,3G,1,1,Month-to-month,At-Will (High Risk),46.3,46.30,2,Active,46.3,Retain,0.00010,Low Value
8660-BUETV,3G,3,2,Month-to-month,At-Will (High Risk),44.75,49.35,2,Active,134.25,Retain,0.00010,Low Value
1919-RTPQD,3G,7,3,Month-to-month,At-Will (High Risk),44.75,47.66,2,Active,313.25,Retain,0.00010,Low Value
4647-XXZAM,3G,6,3,Month-to-month,At-Will (High Risk),45.5,47.53,2,Active,273,Retain,0.00010,Low Value
2672-OJQZP,3G,1,1,Month-to-month,At-Will (High Risk),44.75,44.75,2,Active,44.75,Retain,0.00010,Low Value
4237-RLAQD,3G,1,1,Month-to-month,At-Will (High Risk),45.85,45.85,2,Churned/Inactive,45.85,Churn,0.00010,Low Value
8780-YRMTT,3G,66,9,Two year,Contractual (Stable),47.4,48.14,1,Active,3128.4,Retain,0.00010,Low Value
9327-QSDED,3G,8,3,Month-to-month,At-Will (High Risk),43.55,41.92,2,Active,348.4,Retain,0.00010,Low Value
7729-JTEEC,3G,2,2,Month-to-month,At-Will (High Risk),44.5,45.02,2,Active,89,Retain,0.00010,Low Value
5175-AOBHI,3G,4,2,Month-to-month,At-Will (High Risk),46,48.40,2,Churned/Inactive,184,Churn,0.00010,Low Value
5077-DXTCG,3G,1,1,Month-to-month,At-Will (High Risk),45.3,45.30,2,Churned/Inactive,45.3,Churn,0.00010,Low Value
2637-FKFSY,3G,3,2,Month-to-month,At-Will (High Risk),46.1,43.38,2,Active,138.3,Retain,0.00010,Low Value
4566-QVRRW,3G,11,3,Month-to-month,At-Will (High Risk),44.05,43.97,2,Churned/Inactive,484.54999999999995,Churn,0.00010,Low Value
2833-SLKDQ,3G,1,1,Month-to-month,At-Will (High Risk),45.05,45.05,2,Churned/Inactive,45.05,Churn,0.00010,Low Value
7615-ESMYF,3G,2,2,Month-to-month,At-Will (High Risk),44.6,48.55,3,Churned/Inactive,89.2,Churn,0.00010,Low Value
2718-GAXQD,3G,4,2,Month-to-month,At-Will (High Risk),46,45.40,2,Churned/Inactive,184,Churn,0.00010,Low Value
4706-DGAHW,3G,1,1,Month-to-month,At-Will (High Risk),45.2,45.20,2,Active,45.2,Retain,0.00010,Low Value
3859-CVCET,3G,4,2,Month-to-month,At-Will (High Risk),45.65,47.76,2,Churned/Inactive,182.6,Churn,0.00010,Low Value
2761-XECQW,3G,8,3,Month-to-month,At-Will (High Risk),43.35,46.42,2,Active,346.8,Retain,0.00010,Low Value
1809-DMJHQ,3G,5,2,Month-to-month,At-Will (High Risk),46,44.34,2,Churned/Inactive,230,Churn,0.00010,Low Value
1895-QTKDO,3G,1,1,Month-to-month,At-Will (High Risk),43.95,43.95,2,Active,43.95,Retain,0.00010,Low Value
6128-CZOMY,3G,1,1,Month-to-month,At-Will (High Risk),45.65,45.65,2,Churned/Inactive,45.65,Churn,0.00010,Low Value
8756-RDDLT,3G,68,9,Month-to-month,At-Will (High Risk),44.95,45.37,2,Active,3056.6000000000004,Retain,0.00010,Low Value
0224-HJAPT,3G,5,2,Month-to-month,At-Will (High Risk),47.15,44.63,2,Churned/Inactive,235.75,Churn,0.00010,Low Value
7568-PODML,3G,1,1,Month-to-month,At-Will (High Risk),45.3,45.30,3,Churned/Inactive,45.3,Churn,0.00010,Low Value
9448-REEVD,3G,1,1,Month-to-month,At-Will (High Risk),44.7,44.70,2,Churned/Inactive,44.7,Churn,0.00010,Low Value
7663-RGWBC,3G,1,1,Month-to-month,At-Will (High Risk),44.15,44.15,2,Churned/Inactive,44.15,Churn,0.00010,Low Value
9348-YVOMK,3G,4,2,Month-to-month,At-Will (High Risk),44.8,44.05,2,Active,179.2,Retain,0.00010,Low Value
8648-PFRMP,3G,14,4,Month-to-month,At-Will (High Risk),46.35,48.05,3,Active,648.9,Retain,0.00010,Low Value
4608-LCIMN,3G,8,3,Month-to-month,At-Will (High Risk),44.65,46.14,2,Active,357.2,Retain,0.00010,Low Value
3754-DXMRT,3G,2,2,Month-to-month,At-Will (High Risk),44.15,46.33,2,Churned/Inactive,88.3,Churn,0.00010,Low Value
1589-AGTLK,3G,3,2,Month-to-month,At-Will (High Risk),45.35,47.17,2,Churned/Inactive,136.05,Churn,0.00010,Low Value
4146-SVFUD,3G,1,1,Month-to-month,At-Will (High Risk),44.6,44.60,2,Active,44.6,Retain,0.00010,Low Value
7851-FLGGQ,3G,1,1,Month-to-month,At-Will (High Risk),44.65,44.65,2,Churned/Inactive,44.65,Churn,0.00010,Low Value
4208-UFFGW,3G,2,2,Month-to-month,At-Will (High Risk),44.95,42.58,2,Churned/Inactive,89.9,Churn,0.00010,Low Value
2478-EEWWM,3G,59,8,Month-to-month,At-Will (High Risk),44.3,45.20,3,Active,2613.7,Retain,0.00010,Low Value
2842-JTCCU,3G,2,1,Month-to-month,At-Will (High Risk),46.05,40.17,2,Churned/Inactive,92.1,Churn,0.00010,Low Value
7511-YMXVQ,3G,9,3,Month-to-month,At-Will (High Risk),45.4,46.53,3,Churned/Inactive,408.59999999999997,Churn,0.00010,Low Value
7109-MFBYV,3G,26,5,Month-to-month,At-Will (High Risk),45.45,47.43,2,Active,1181.7,Retain,0.00010,Low Value
7963-GQRMY,3G,3,2,Month-to-month,At-Will (High Risk),44.3,44.83,2,Churned/Inactive,132.89999999999998,Churn,0.00010,Low Value
7359-PTSXY,3G,1,1,Month-to-month,At-Will (High Risk),45.75,45.75,2,Churned/Inactive,45.75,Churn,0.00010,Low Value
4193-ORFCL,3G,1,1,Month-to-month,At-Will (High Risk),45.1,45.10,2,Churned/Inactive,45.1,Churn,0.00010,Low Value
5692-FPTAH,3G,1,1,Month-to-month,At-Will (High Risk),45.4,45.40,2,Churned/Inactive,45.4,Churn,0.00010,Low Value
9885-MFVSU,3G,35,6,Two year,Contractual (Stable),46.35,47.49,2,Active,1622.25,Retain,0.00010,Low Value
8887-IPQNC,3G,7,3,Month-to-month,At-Will (High Risk),44.25,44.78,2,Active,309.75,Retain,0.00010,Low Value
6410-LEFEN,3G,9,3,Month-to-month,At-Will (High Risk),45.15,46.27,2,Churned/Inactive,406.34999999999997,Churn,0.00010,Low Value
2962-XPMCQ,3G,2,2,Month-to-month,At-Will (High Risk),45.15,49.25,2,Churned/Inactive,90.3,Churn,0.00010,Low Value
8082-GHXOP,3G,13,4,Month-to-month,At-Will (High Risk),44,50.72,2,Active,572,Retain,0.00010,Low Value
5552-ZNFSJ,3G,1,1,Month-to-month,At-Will (High Risk),45.3,45.30,2,Churned/Inactive,45.3,Churn,0.00010,Low Value
5696-QURRL,3G,1,1,Month-to-month,At-Will (High Risk),45.05,45.05,2,Churned/Inactive,45.05,Churn,0.00010,Low Value
3255-GRXMG,3G,18,4,Month-to-month,At-Will (High Risk),45.65,41.51,2,Active,821.6999999999999,Retain,0.00010,Low Value
5046-NUHWD,3G,29,6,Month-to-month,At-Will (High Risk),45,42.37,2,Active,1305,Retain,0.00010,Low Value
8705-WZCYL,3G,1,1,Month-to-month,At-Will (High Risk),44.8,44.80,2,Active,44.8,Retain,0.00010,Low Value
2957-LOLHO,3G,12,4,Month-to-month,At-Will (High Risk),45.4,43.24,2,Churned/Inactive,544.8,Churn,0.00010,Low Value
4012-ZTHBR,3G,21,5,Month-to-month,At-Will (High Risk),44.95,44.11,2,Active,943.95,Retain,0.00010,Low Value
0621-TWIEM,3G,10,3,Month-to-month,At-Will (High Risk),45.55,40.26,2,Churned/Inactive,455.5,Churn,0.00010,Low Value
3085-QUOZK,3G,1,1,Month-to-month,At-Will (High Risk),43.95,43.95,2,Churned/Inactive,43.95,Churn,0.00010,Low Value
3926-CUQZX,3G,1,1,Month-to-month,At-Will (High Risk),45.1,45.10,2,Churned/Inactive,45.1,Churn,0.00010,Low Value
2737-WFVYW,3G,2,1,Month-to-month,At-Will (High Risk),45.25,42.75,3,Churned/Inactive,90.5,Churn,0.00010,Low Value
9013-AQORL,3G,48,7,Month-to-month,At-Will (High Risk),45.55,43.92,2,Active,2186.3999999999996,Retain,0.00010,Low Value
8229-TNIQA,3G,4,2,Month-to-month,At-Will (High Risk),45.3,49.24,2,Churned/Inactive,181.2,Churn,0.00010,Low Value
3640-JQGJG,3G,13,4,Month-to-month,At-Will (High Risk),44.8,43.02,2,Active,582.4,Retain,0.00010,Low Value
8356-WUAOJ,3G,1,1,Month-to-month,At-Will (High Risk),45,45.00,2,Active,45,Retain,0.00010,Low Value
9702-AIUJO,3G,50,7,One year,Contractual (Stable),44.8,44.62,2,Active,2240,Retain,0.00010,Low Value
8950-MTZNV,3G,1,1,Month-to-month,At-Will (High Risk),44.95,44.95,2,Active,44.95,Retain,0.00010,Low Value
9828-AOQLM,3G,1,1,Month-to-month,At-Will (High Risk),45.7,45.70,2,Churned/Inactive,45.7,Churn,0.00010,Low Value
0799-DDIHE,3G,15,4,Month-to-month,At-Will (High Risk),46.3,42.63,2,Active,694.5,Retain,0.00010,Low Value
6137-MFAJN,3G,48,7,Month-to-month,At-Will (High Risk),44.8,43.84,2,Active,2150.3999999999996,Retain,0.00010,Low Value
0887-HJGAR,3G,1,1,Month-to-month,At-Will (High Risk),45.7,45.70,2,Churned/Inactive,45.7,Churn,0.00010,Low Value
2599-CZABP,3G,14,4,One year,Contractual (Stable),44.6,45.80,2,Active,624.4,Retain,0.00010,Low Value
3030-YZADT,3G,9,3,Month-to-month,At-Will (High Risk),44.95,47.89,2,Churned/Inactive,404.55,Churn,0.00010,Low Value
9281-PKKZE,3G,46,7,Month-to-month,At-Will (High Risk),43.95,43.65,3,Active,2021.7,Retain,0.00010,Low Value
5365-LLFYV,3G,2,1,Month-to-month,At-Will (High Risk),45.85,52.80,2,Active,91.7,Retain,0.00010,Low Value
1478-VPOAD,3G,1,1,Month-to-month,At-Will (High Risk),43.8,43.80,2,Active,43.8,Retain,0.00010,Low Value
3669-OYSJI,3G,1,1,Month-to-month,At-Will (High Risk),46.2,46.20,2,Churned/Inactive,46.2,Churn,0.00010,Low Value
0567-XRHCU,3G,69,10,Two year,Contractual (Stable),43.95,42.90,2,Active,3032.55,Retain,0.00010,Low Value
2831-EBWRN,3G,4,2,Month-to-month,At-Will (High Risk),45.9,49.94,2,Active,183.6,Retain,0.00010,Low Value
1337-BOZWO,3G,18,4,One year,Contractual (Stable),46.4,45.13,2,Active,835.1999999999999,Retain,0.00010,Low Value
5103-MHMHY,3G,1,1,Month-to-month,At-Will (High Risk),45.95,45.95,2,Churned/Inactive,45.95,Churn,0.00010,Low Value
1612-EOHDH,3G,1,1,Month-to-month,At-Will (High Risk),45.15,45.15,2,Churned/Inactive,45.15,Churn,0.00010,Low Value
6519-CFDBX,3G,2,2,Month-to-month,At-Will (High Risk),45.4,40.48,2,Active,90.8,Retain,0.00010,Low Value
1518-OMDIK,3G,33,6,Month-to-month,At-Will (High Risk),44.55,44.32,2,Active,1470.1499999999999,Retain,0.00010,Low Value
2817-NTQDO,3G,13,4,Month-to-month,At-Will (High Risk),45.55,45.92,2,Churned/Inactive,592.15,Churn,0.00010,Low Value
7065-YUNRY,3G,1,1,Month-to-month,At-Will (High Risk),45.3,45.30,2,Churned/Inactive,45.3,Churn,0.00010,Low Value
7252-NTGSS,3G,1,1,Month-to-month,At-Will (High Risk),45.15,45.15,2,Active,45.15,Retain,0.00010,Low Value
5337-IIWKZ,3G,34,6,Month-to-month,At-Will (High Risk),44.85,42.43,2,Active,1524.9,Retain,0.00010,Low Value
3566-VVORZ,3G,12,3,Month-to-month,At-Will (High Risk),45.9,42.16,2,Active,550.8,Retain,0.00010,Low Value
4432-ADRLB,3G,2,1,Month-to-month,At-Will (High Risk),44.65,37.45,2,Churned/Inactive,89.3,Churn,0.00010,Low Value
7054-LGEQW,3G,1,1,Month-to-month,At-Will (High Risk),45.95,45.95,2,Churned/Inactive,45.95,Churn,0.00010,Low Value
9286-BHDQG,3G,72,10,Two year,Contractual (Stable),45.25,43.61,1,Active,3258,Retain,0.00010,Low Value
0415-MOSGF,3G,1,1,Month-to-month,At-Will (High Risk),44.4,44.40,2,Churned/Inactive,44.4,Churn,0.00010,Low Value
0322-CHQRU,3G,2,2,Month-to-month,At-Will (High Risk),45.35,44.75,2,Churned/Inactive,90.7,Churn,0.00010,Low Value
4061-UKJWL,3G,3,2,Month-to-month,At-Will (High Risk),45.45,47.23,2,Active,136.35000000000002,Retain,0.00010,Low Value
5872-OEQNH,3G,60,8,One year,Contractual (Stable),44.45,46.23,2,Active,2667,Retain,0.00010,Low Value
6582-OIVSP,3G,1,1,Month-to-month,At-Will (High Risk),45.3,45.30,2,Active,45.3,Retain,0.00010,Low Value
4671-LXRDQ,3G,2,2,Month-to-month,At-Will (High Risk),45,48.23,2,Churned/Inactive,90,Churn,0.00010,Low Value
9873-MNDKV,3G,11,3,Month-to-month,At-Will (High Risk),44.65,42.93,2,Active,491.15,Retain,0.00010,Low Value
3160-TYXLT,3G,53,8,Month-to-month,At-Will (High Risk),46.3,48.05,2,Active,2453.8999999999996,Retain,0.00010,Low Value
0601-WZHJF,3G,14,4,Month-to-month,At-Will (High Risk),46.35,47.69,3,Churned/Inactive,648.9,Churn,0.00010,Low Value
8672-OAUPW,3G,51,8,One year,Contractual (Stable),47.85,46.21,2,Active,2440.35,Retain,0.00010,Low Value
2212-LYASK,3G,27,5,One year,Contractual (Stable),45.85,46.16,2,Active,1237.95,Retain,0.00010,Low Value
9610-WCESF,3G,67,9,Two year,Contractual (Stable),43.9,46.23,2,Active,2941.2999999999997,Retain,0.00010,Low Value
5392-AKEMH,3G,12,4,Month-to-month,At-Will (High Risk),45.05,43.59,2,Active,540.5999999999999,Retain,0.00010,Low Value
1282-IHQAC,3G,70,10,One year,Contractual (Stable),44.05,43.02,2,Active,3083.5,Retain,0.00010,Low Value
3638-DIMPH,3G,13,4,One year,Contractual (Stable),43.8,45.59,2,Active,569.4,Retain,0.00010,Low Value
0617-AQNWT,3G,64,9,Two year,Contractual (Stable),47.85,49.18,2,Churned/Inactive,3062.4,Churn,0.00010,Low Value
6142-VSJQO,3G,1,1,Month-to-month,At-Will (High Risk),44.35,44.35,2,Churned/Inactive,44.35,Churn,0.00010,Low Value
5386-THSLQ,3G,66,9,One year,Contractual (Stable),45.55,45.87,2,Active,3006.2999999999997,Retain,0.00010,Low Value
7878-JGDKK,3G,4,2,Month-to-month,At-Will (High Risk),44.55,55.19,2,Active,178.2,Retain,0.00010,Low Value
8224-UAXBZ,3G,58,8,One year,Contractual (Stable),45.35,43.79,2,Active,2630.3,Retain,0.00010,Low Value
1976-CFOCS,3G,1,1,Month-to-month,At-Will (High Risk),46,46.00,2,Churned/Inactive,46,Churn,0.00010,Low Value
7636-PEPNS,3G,58,8,One year,Contractual (Stable),44.1,41.60,2,Active,2557.8,Retain,0.00010,Low Value
3589-PPVKW,3G,9,3,Month-to-month,At-Will (High Risk),44.4,38.68,2,Active,399.59999999999997,Retain,0.00010,Low Value
3132-TVFDZ,3G,57,8,Month-to-month,At-Will (High Risk),44.85,45.14,3,Churned/Inactive,2556.4500000000003,Churn,0.00010,Low Value
8775-CEBBJ,3G,9,3,Month-to-month,At-Will (High Risk),44.2,44.82,2,Churned/Inactive,397.8,Churn,0.00010,Low Value
0019-GFNTW,3G,56,8,Two year,Contractual (Stable),45.05,45.72,1,Active,2522.7999999999997,Retain,0.00010,Low Value
8095-WANWK,3G,10,3,Month-to-month,At-Will (High Risk),45.25,42.87,2,Active,452.5,Retain,0.00010,Low Value
0999-QXNSA,3G,7,3,Month-to-month,At-Will (High Risk),45.75,49.17,2,Active,320.25,Retain,0.00010,Low Value
1271-SJBGZ,3G,12,3,Month-to-month,At-Will (High Risk),43.65,43.91,2,Churned/Inactive,523.8,Churn,0.00010,Low Value
2834-JKOOW,3G,15,4,One year,Contractual (Stable),45.9,46.23,1,Active,688.5,Retain,0.00010,Low Value
7521-AFHAB,3G,5,2,Month-to-month,At-Will (High Risk),44.8,44.09,2,Active,224,Retain,0.00010,Low Value
2275-RBYQS,3G,1,1,Month-to-month,At-Will (High Risk),45.4,45.40,2,Active,45.4,Retain,0.00010,Low Value
1125-SNVCK,3G,49,7,Month-to-month,At-Will (High Risk),43.8,42.98,2,Active,2146.2,Retain,0.00010,Low Value
0842-IWYCP,3G,46,7,Month-to-month,At-Will (High Risk),44.95,47.15,2,Active,2067.7000000000003,Retain,0.00010,Low Value
6143-JQKEA,3G,10,3,Month-to-month,At-Will (High Risk),45.8,43.62,2,Active,458,Retain,0.00010,Low Value
3317-HRTNN,3G,5,2,Month-to-month,At-Will (High Risk),45.7,39.60,3,Churned/Inactive,228.5,Churn,0.00010,Low Value
4570-QHXHL,3G,9,3,Month-to-month,At-Will (High Risk),43.75,45.08,2,Active,393.75,Retain,0.00010,Low Value
3580-REOAC,3G,10,3,Month-to-month,At-Will (High Risk),44.85,43.54,2,Churned/Inactive,448.5,Churn,0.00010,Low Value
1635-FJFCC,3G,5,2,Month-to-month,At-Will (High Risk),44.05,40.43,2,Active,220.25,Retain,0.00010,Low Value
6650-VJONK,3G,1,1,Month-to-month,At-Will (High Risk),43.85,43.85,2,Active,43.85,Retain,0.00010,Low Value
7029-IJEJK,3G,54,8,One year,Contractual (Stable),44.1,43.88,2,Active,2381.4,Retain,0.00010,Low Value
6704-UTUKK,3G,29,6,Month-to-month,At-Will (High Risk),45.9,45.94,3,Active,1331.1,Retain,0.00010,Low Value
1600-DILPE,3G,12,3,Month-to-month,At-Will (High Risk),45,43.70,2,Active,540,Retain,0.00010,Low Value
2235-DWLJU,3G,6,2,Month-to-month,At-Will (High Risk),44.4,43.84,3,Active,266.4,Retain,0.00010,Low Value
4690-LLKUA,3G,17,4,Month-to-month,At-Will (High Risk),45.05,45.33,2,Churned/Inactive,765.8499999999999,Churn,0.00010,Low Value
5651-CPDND,3G,10,3,Month-to-month,At-Will (High Risk),46,49.21,2,Active,460,Retain,0.00010,Low Value
9708-HPXWZ,3G,5,2,Month-to-month,At-Will (High Risk),45.4,42.95,2,Active,227,Retain,0.00010,Low Value
3470-BTGQO,3G,21,5,Month-to-month,At-Will (High Risk),45.65,46.91,2,Active,958.65,Retain,0.00010,Low Value
2887-JPYLU,3G,41,7,Month-to-month,At-Will (High Risk),45.2,44.92,2,Active,1853.2,Retain,0.00010,Low Value
2137-DQMEV,3G,68,9,One year,Contractual (Stable),44.8,43.88,2,Active,3046.3999999999996,Retain,0.00010,Low Value
6128-DAFVY,3G,56,8,Month-to-month,At-Will (High Risk),44.85,45.80,3,Active,2511.6,Retain,0.00010,Low Value
8710-YGLWG,3G,1,1,Month-to-month,At-Will (High Risk),44.9,44.90,2,Active,44.9,Retain,0.00010,Low Value
2233-TXSIU,3G,17,4,One year,Contractual (Stable),44.45,46.60,2,Active,755.6500000000001,Retain,0.00010,Low Value
3945-GFWQL,3G,12,3,Month-to-month,At-Will (High Risk),44.55,40.05,2,Churned/Inactive,534.5999999999999,Churn,0.00010,Low Value
3961-SXAXY,3G,1,1,Month-to-month,At-Will (High Risk),44.05,44.05,2,Active,44.05,Retain,0.00010,Low Value
4139-JPIAM,3G,51,8,Month-to-month,At-Will (High Risk),44.45,42.78,2,Active,2266.9500000000003,Retain,0.00010,Low Value
2580-ASVVY,3G,37,6,Two year,Contractual (Stable),45.4,43.06,2,Active,1679.8,Retain,0.00010,Low Value
4676-WLUHT,3G,54,8,Two year,Contractual (Stable),46.2,45.04,2,Active,2494.8,Retain,0.00010,Low Value
6211-WHMYA,3G,64,9,Month-to-month,At-Will (High Risk),43.85,42.98,2,Active,2806.4,Retain,0.00010,Low Value
7841-TZDMQ,3G,2,1,Month-to-month,At-Will (High Risk),46,42.25,2,Churned/Inactive,92,Churn,0.00010,Low Value
7338-ERIVA,3G,39,6,One year,Contractual (Stable),45.05,45.91,2,Active,1756.9499999999998,Retain,0.00010,Low Value
8706-HRADD,3G,21,5,Month-to-month,At-Will (High Risk),43.55,48.17,2,Active,914.55,Retain,0.00010,Low Value
1728-BQDMA,3G,2,2,Month-to-month,At-Will (High Risk),44.45,41.35,2,Active,88.9,Retain,0.00010,Low Value
5126-RCXYW,3G,54,8,Two year,Contractual (Stable),46,44.89,2,Active,2484,Retain,0.00010,Low Value
9591-YVTEB,3G,55,8,Month-to-month,At-Will (High Risk),44.85,45.07,2,Active,2466.75,Retain,0.00010,Low Value
9746-YKGXB,3G,52,8,One year,Contractual (Stable),44.25,43.77,2,Active,2301,Retain,0.00010,Low Value
0562-KBDVM,3G,70,10,Two year,Contractual (Stable),44.6,43.69,1,Active,3122,Retain,0.00010,Low Value
3278-FSIXX,3G,2,2,Month-to-month,At-Will (High Risk),45.25,37.10,2,Active,90.5,Retain,0.00010,Low Value
0447-BEMNG,3G,48,7,Month-to-month,At-Will (High Risk),45.3,44.69,2,Churned/Inactive,2174.3999999999996,Churn,0.00010,Low Value
6954-OOYZZ,3G,18,4,Month-to-month,At-Will (High Risk),44.35,42.67,2,Active,798.3000000000001,Retain,0.00010,Low Value
7675-OZCZG,3G,3,2,Month-to-month,At-Will (High Risk),45,42.37,2,Churned/Inactive,135,Churn,0.00010,Low Value
0017-DINOC,3G,54,8,Two year,Contractual (Stable),45.2,45.57,2,Active,2440.8,Retain,0.00010,Low Value
7269-JISCY,3G,55,8,One year,Contractual (Stable),45.05,44.77,2,Active,2477.75,Retain,0.00010,Low Value
6723-CEGQI,3G,65,9,Two year,Contractual (Stable),45.25,45.14,2,Active,2941.25,Retain,0.00010,Low Value
7110-BDTWG,3G,71,10,Two year,Contractual (Stable),47.05,45.97,2,Active,3340.5499999999997,Retain,0.00010,Low Value
3566-HJGPK,3G,1,1,Month-to-month,At-Will (High Risk),45.55,45.55,2,Active,45.55,Retain,0.00010,Low Value
7244-QWYHG,3G,50,7,One year,Contractual (Stable),44.45,43.77,2,Active,2222.5,Retain,0.00010,Low Value
4081-DYXAV,3G,19,4,One year,Contractual (Stable),44.85,47.03,3,Churned/Inactive,852.15,Churn,0.00010,Low Value
0082-LDZUE,3G,1,1,Month-to-month,At-Will (High Risk),44.3,44.30,2,Active,44.3,Retain,0.00010,Low Value
0076-LVEPS,3G,29,6,Month-to-month,At-Will (High Risk),45,42.84,1,Active,1305,Retain,0.00010,Low Value
3249-VHRIP,3G,62,9,Two year,Contractual (Stable),43.6,44.33,2,Active,2703.2000000000003,Retain,0.00010,Low Value
2828-SLQPF,3G,19,4,Month-to-month,At-Will (High Risk),45,45.57,2,Active,855,Retain,0.00010,Low Value
2483-XSSMZ,3G,39,6,One year,Contractual (Stable),47.85,48.37,2,Active,1866.15,Retain,0.00010,Low Value
1501-SGHBW,3G,2,1,Month-to-month,At-Will (High Risk),45.85,40.50,2,Churned/Inactive,91.7,Churn,0.00010,Low Value
8671-KKKOS,3G,46,7,Month-to-month,At-Will (High Risk),45.55,44.83,2,Active,2095.2999999999997,Retain,0.00010,Low Value
7883-ROJOC,3G,19,4,Month-to-month,At-Will (High Risk),44.9,44.19,2,Active,853.1,Retain,0.00010,Low Value
3413-BMNZE,3G,1,1,Month-to-month,At-Will (High Risk),45.25,45.25,2,Active,45.25,Retain,0.00010,Low Value
